               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 134,            0.034322,            0.010862,          0.00075726,             0.90211,             0.67011,             0.71273,             0.42714,            0.044355,            0.014534,           0.0093668,           0.0034165,           0.0034165,           0.0034165
                 135,            0.034177,            0.010877,          0.00075366,             0.90209,             0.67008,              0.7122,             0.42732,            0.044359,            0.014537,           0.0093858,            0.003367,            0.003367,            0.003367
                 136,            0.033949,             0.01087,          0.00074416,             0.90214,              0.6701,             0.71183,             0.42696,            0.044368,            0.014541,           0.0093984,           0.0033175,           0.0033175,           0.0033175
                 137,            0.033973,            0.010793,          0.00076605,              0.9025,             0.66979,               0.712,             0.42701,            0.044374,            0.014544,           0.0093974,            0.003268,            0.003268,            0.003268
                 138,            0.034005,            0.010843,          0.00075484,              0.9025,             0.66943,             0.71168,             0.42718,            0.044375,            0.014547,           0.0093998,           0.0032185,           0.0032185,           0.0032185
                 139,            0.033748,            0.010743,          0.00077687,             0.90291,             0.66971,             0.71189,             0.42725,            0.044378,             0.01455,           0.0094018,            0.003169,            0.003169,            0.003169
                 140,            0.033577,            0.010841,          0.00074712,             0.90344,             0.66978,             0.71206,              0.4269,            0.044383,            0.014553,           0.0094081,           0.0031195,           0.0031195,           0.0031195
                 141,            0.033588,            0.010776,          0.00071768,             0.88496,             0.66994,             0.71186,             0.42661,            0.044392,            0.014557,           0.0094141,             0.00307,             0.00307,             0.00307
                 142,            0.033535,             0.01081,          0.00074189,             0.87865,             0.67012,             0.71046,             0.42655,            0.044395,            0.014561,           0.0094231,           0.0030205,           0.0030205,           0.0030205
                 143,            0.033165,            0.010514,          0.00073878,             0.87882,             0.67069,             0.71033,             0.42644,            0.044399,            0.014564,           0.0094249,            0.002971,            0.002971,            0.002971
                 144,             0.03306,            0.010596,          0.00068884,             0.87976,              0.6702,             0.71004,             0.42643,            0.044405,            0.014566,           0.0094364,           0.0029215,           0.0029215,           0.0029215
                 145,            0.033164,            0.010675,           0.0006834,             0.87815,             0.67021,              0.7095,             0.42601,            0.044409,            0.014569,           0.0094466,            0.002872,            0.002872,            0.002872
                 146,            0.033172,             0.01069,          0.00070686,             0.87785,             0.67024,             0.70884,             0.42583,            0.044416,            0.014573,           0.0094631,           0.0028225,           0.0028225,           0.0028225
                 147,            0.033075,            0.010543,          0.00069168,             0.87829,             0.66944,             0.70889,              0.4255,            0.044425,            0.014579,           0.0094685,            0.002773,            0.002773,            0.002773
                 148,            0.032956,            0.010535,          0.00066665,             0.88057,             0.66883,             0.70874,             0.42512,            0.044432,            0.014584,           0.0094835,           0.0027235,           0.0027235,           0.0027235
                 149,            0.032783,            0.010544,          0.00067558,             0.87908,             0.66938,             0.70826,             0.42493,            0.044442,            0.014588,           0.0094954,            0.002674,            0.002674,            0.002674
                 150,            0.033011,            0.010535,          0.00071288,             0.88005,             0.66894,             0.70796,             0.42473,            0.044449,            0.014594,           0.0095083,           0.0026245,           0.0026245,           0.0026245
                 151,            0.032721,            0.010552,          0.00066541,             0.87751,             0.66955,             0.70753,             0.42441,             0.04446,            0.014599,           0.0095239,            0.002575,            0.002575,            0.002575
                 152,            0.032721,            0.010621,           0.0006676,             0.87589,             0.66923,             0.70748,             0.42426,            0.044472,            0.014604,           0.0095371,           0.0025255,           0.0025255,           0.0025255
                 153,            0.032433,            0.010517,          0.00066542,             0.87582,             0.66864,             0.70764,             0.42427,            0.044481,            0.014609,            0.009543,            0.002476,            0.002476,            0.002476
                 154,            0.032238,             0.01046,          0.00064188,             0.87809,             0.66791,             0.70766,             0.42423,            0.044488,            0.014614,           0.0095553,           0.0024265,           0.0024265,           0.0024265
                 155,            0.032098,            0.010378,          0.00066888,             0.87573,             0.66808,             0.70729,             0.42412,            0.044496,            0.014617,           0.0095707,            0.002377,            0.002377,            0.002377
                 156,            0.031964,              0.0103,          0.00067043,             0.87933,               0.668,             0.70641,             0.42374,            0.044507,            0.014623,           0.0095877,           0.0023275,           0.0023275,           0.0023275
                 157,            0.031954,             0.01035,          0.00064575,             0.87867,             0.66794,             0.70646,             0.42359,            0.044516,            0.014627,           0.0096004,            0.002278,            0.002278,            0.002278
                 158,            0.031845,            0.010381,          0.00062488,             0.87904,             0.66839,              0.7067,             0.42339,            0.044524,            0.014631,           0.0096078,           0.0022285,           0.0022285,           0.0022285
                 159,            0.031592,             0.01037,          0.00064335,             0.87785,             0.66891,             0.70654,             0.42366,            0.044534,            0.014636,           0.0096195,            0.002179,            0.002179,            0.002179
                 160,            0.031725,            0.010347,          0.00062521,             0.87816,             0.66914,              0.7065,             0.42367,            0.044546,            0.014642,           0.0096228,           0.0021295,           0.0021295,           0.0021295
                 161,            0.031637,            0.010349,          0.00063439,             0.87788,             0.66839,             0.70674,             0.42364,            0.044558,            0.014647,            0.009634,             0.00208,             0.00208,             0.00208
                 162,            0.031652,            0.010292,          0.00063465,             0.87773,             0.66784,             0.70643,             0.42317,            0.044574,            0.014653,           0.0096453,           0.0020305,           0.0020305,           0.0020305
                 163,            0.031312,            0.010335,          0.00060114,             0.87737,             0.66805,             0.70588,             0.42298,            0.044587,            0.014659,           0.0096582,            0.001981,            0.001981,            0.001981
                 164,            0.031181,            0.010192,          0.00060616,             0.86871,             0.66757,               0.706,             0.42323,            0.044602,            0.014665,            0.009667,           0.0019315,           0.0019315,           0.0019315
                 165,            0.031004,            0.010085,          0.00057877,             0.89982,             0.66663,             0.70637,             0.42307,            0.044616,            0.014673,           0.0096796,            0.001882,            0.001882,            0.001882
                 166,            0.031044,            0.010105,          0.00060051,             0.87724,             0.66772,             0.70582,             0.42278,             0.04463,             0.01468,           0.0096953,           0.0018325,           0.0018325,           0.0018325
                 167,            0.030848,            0.010176,          0.00057029,              0.8771,              0.6672,             0.70597,             0.42275,            0.044648,            0.014688,           0.0097087,            0.001783,            0.001783,            0.001783
                 168,            0.030907,            0.010107,          0.00060858,             0.85673,             0.66769,             0.70505,             0.42263,            0.044669,            0.014697,           0.0097232,           0.0017335,           0.0017335,           0.0017335
                 169,            0.030736,            0.010089,          0.00058414,             0.87571,             0.66616,              0.7049,             0.42274,            0.044685,            0.014704,            0.009737,            0.001684,            0.001684,            0.001684
                 170,             0.03084,            0.010026,          0.00059408,              0.8746,             0.66632,             0.70462,             0.42307,            0.044696,            0.014711,           0.0097478,           0.0016345,           0.0016345,           0.0016345
                 171,            0.030428,            0.010098,          0.00055778,              0.8749,             0.66626,             0.70494,             0.42303,            0.044718,            0.014719,           0.0097523,            0.001585,            0.001585,            0.001585
                 172,            0.030301,            0.010042,          0.00052551,             0.87542,             0.66661,             0.70487,             0.42321,            0.044732,            0.014726,           0.0097662,           0.0015355,           0.0015355,           0.0015355
                 173,            0.030187,           0.0099831,          0.00052961,             0.89811,              0.6661,             0.70561,             0.42319,            0.044745,            0.014733,           0.0097712,            0.001486,            0.001486,            0.001486
                 174,            0.030146,            0.009992,          0.00054821,             0.89227,             0.66635,             0.70562,             0.42318,             0.04476,             0.01474,           0.0097837,           0.0014365,           0.0014365,           0.0014365
                 175,             0.02992,            0.009879,          0.00056828,             0.88935,             0.66656,             0.70549,             0.42314,            0.044777,            0.014748,           0.0098037,            0.001387,            0.001387,            0.001387
                 176,            0.029721,           0.0098434,          0.00053382,             0.86807,             0.66833,              0.7046,              0.4232,            0.044796,            0.014758,           0.0098294,           0.0013375,           0.0013375,           0.0013375
                 177,            0.029596,           0.0098411,          0.00052966,              0.8756,             0.66744,             0.70409,             0.42315,            0.044816,            0.014767,            0.009848,            0.001288,            0.001288,            0.001288
                 178,            0.029236,           0.0097059,          0.00050149,             0.87588,             0.66777,             0.70398,             0.42299,            0.044833,            0.014777,           0.0098614,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02944,           0.0097802,          0.00053036,              0.8754,             0.66707,             0.70381,              0.4231,            0.044852,            0.014786,           0.0098806,            0.001189,            0.001189,            0.001189
                 180,            0.029417,           0.0097655,           0.0005387,             0.87487,             0.66615,             0.70347,             0.42289,            0.044874,            0.014797,           0.0098916,           0.0011395,           0.0011395,           0.0011395
                 181,            0.028887,           0.0096854,            0.000511,             0.87676,             0.66642,             0.70337,             0.42275,            0.044891,            0.014806,           0.0099022,             0.00109,             0.00109,             0.00109
                 182,            0.029043,           0.0096412,          0.00053887,             0.87673,             0.66705,              0.7034,              0.4229,            0.044912,            0.014814,           0.0099103,           0.0010405,           0.0010405,           0.0010405
                 183,            0.028687,           0.0096844,          0.00049662,             0.87689,             0.66693,             0.70318,             0.42295,             0.04493,            0.014823,           0.0099228,            0.000991,            0.000991,            0.000991
                 184,            0.028643,           0.0096571,          0.00049988,             0.87699,             0.66727,             0.70276,             0.42282,            0.044948,            0.014831,           0.0099358,           0.0009415,           0.0009415,           0.0009415
                 185,            0.028657,           0.0096343,          0.00049643,             0.87714,             0.66691,             0.70277,              0.4229,            0.044967,             0.01484,           0.0099512,            0.000892,            0.000892,            0.000892
                 186,            0.028319,           0.0096323,          0.00049198,              0.8755,             0.66683,             0.70265,             0.42296,            0.044982,            0.014848,           0.0099664,           0.0008425,           0.0008425,           0.0008425
                 187,            0.028254,            0.009539,          0.00047505,             0.89683,             0.66745,             0.70284,             0.42281,            0.045001,            0.014857,           0.0099849,            0.000793,            0.000793,            0.000793
                 188,            0.028043,           0.0094644,          0.00048109,             0.89655,             0.66785,             0.70275,             0.42256,            0.045022,            0.014868,            0.010002,           0.0007435,           0.0007435,           0.0007435
                 189,            0.028046,           0.0094824,          0.00048402,             0.89581,             0.66816,             0.70283,             0.42254,            0.045041,            0.014876,            0.010016,            0.000694,            0.000694,            0.000694
                 190,            0.027969,           0.0094163,          0.00050056,             0.89801,             0.66635,              0.7031,             0.42231,            0.045065,            0.014886,            0.010031,           0.0006445,           0.0006445,           0.0006445
                 191,            0.027835,           0.0094302,          0.00046914,             0.89904,             0.66544,             0.70267,             0.42231,            0.045089,            0.014895,            0.010049,            0.000595,            0.000595,            0.000595
                 192,            0.027539,           0.0093931,          0.00048563,             0.89837,             0.66568,             0.70241,             0.42226,            0.045112,            0.014906,            0.010075,           0.0005455,           0.0005455,           0.0005455
                 193,            0.027367,           0.0093415,          0.00048199,             0.87385,             0.66537,             0.70139,             0.42202,            0.045134,            0.014915,              0.0101,            0.000496,            0.000496,            0.000496
                 194,            0.027256,           0.0093181,          0.00044482,             0.89321,             0.66832,              0.7017,             0.42189,            0.045161,            0.014925,            0.010127,           0.0004465,           0.0004465,           0.0004465
                 195,             0.02697,            0.009245,          0.00043859,              0.8725,             0.66312,             0.70002,             0.42195,            0.045186,            0.014936,            0.010156,            0.000397,            0.000397,            0.000397
                 196,            0.026922,           0.0092926,           0.0004473,             0.89831,             0.66433,             0.70056,             0.42188,            0.045211,            0.014945,            0.010179,           0.0003475,           0.0003475,           0.0003475
                 197,            0.026729,             0.00927,          0.00043385,             0.89848,              0.6644,             0.70035,             0.42197,            0.045238,            0.014955,            0.010208,            0.000298,            0.000298,            0.000298
                 198,            0.026831,           0.0092082,          0.00044412,             0.87078,             0.66411,             0.69952,              0.4217,            0.045265,            0.014966,            0.010231,           0.0002485,           0.0002485,           0.0002485
                 199,            0.026556,           0.0091718,           0.0004394,             0.86894,             0.66402,             0.69918,             0.42178,            0.045294,            0.014976,            0.010256,            0.000199,            0.000199,            0.000199
